z,ra,dec,r,grModelColor
0.4733433,20.83891476,13.74628797,19.67014,1.6548233
0.4106288,60.807507,-5.32006216,19.2308,1.86598587
0.4615061,47.67264952,-6.22560038,18.36101,2.46409798
0.4291156,157.2720258,-2.69173731,19.4126,1.845644
0.4605728,160.9980949,-2.85037386,20.3828,1.79087448
0.4586844,162.2112817,-2.81057987,19.65185,1.65241051
0.4997915,163.5886395,-2.88576655,20.04461,1.69583511
0.4751922,157.4123346,-2.30405529,20.24487,1.73944664
0.496435,161.5522917,-2.3475605,21.00116,1.55139923
0.483536,197.1200941,-2.51662174,19.88156,1.80955696
0.4735034,161.9186198,-1.91928713,19.72985,1.73812294
0.4196668,163.1555737,-1.95844167,19.43595,1.78443146
0.4211113,163.1771611,-1.98625099,19.43974,1.73579216
0.4961837,164.0197541,-2.00012743,20.19246,1.96205139
0.4470752,166.6789306,-2.15609272,19.19793,1.76894188
0.4459114,187.6413122,-2.2610546,19.10966,1.72542572
0.4691142,168.2633133,-1.75224239,19.80767,1.77516937
0.4515845,170.6196662,-1.65386281,20.24723,1.83248138
0.4535135,170.8210226,-1.70593439,19.67138,1.77609444
0.4517434,169.7636602,-1.28889792,19.01635,1.73972321
0.4860923,189.9551186,-1.33888297,20.16255,1.87283897
0.4094646,200.5055111,-3.2424865,19.38391,1.86070824
0.423911,198.0210047,-2.31976164,20.3104,2.03613472
0.4554348,195.537153,-1.94160808,20.36255,1.3948555
0.4790609,137.5198474,-0.82915613,20.51662,1.53554916
0.484485,143.4264684,-0.65145141,20.30342,1.861269
0.4959285,138.6875323,-0.35709144,20.4597,1.53018761
0.4762708,140.2839881,0.02973656,19.2431,1.93275642
0.4649815,141.4248714,0.02393012,19.75143,1.95000267
0.4282362,147.7341586,0.003116,19.86283,1.81262779
0.4884084,127.2250287,0.54791138,20.19477,1.64411926
0.4627272,132.4297056,0.51360169,20.29039,1.71930885
0.4613322,147.0666103,1.01604221,20.64286,1.82216072
0.4549354,142.0112806,-2.14757645,20.35359,1.83956146
0.498548,160.7443563,-1.83839657,20.27215,1.95641518
0.4728188,161.8751335,-1.82704253,19.60241,1.67346764
0.470619,163.5784866,-1.7688035,20.05155,2.04231453
0.4928441,163.7912569,-1.81459802,20.34136,1.72824097
0.494506,165.5084276,-1.4575468,20.22066,1.78854179
0.4654796,166.3674126,-1.42808981,19.7529,1.67320633
0.4078582,156.3187588,61.36356967,19.37466,1.80472374
0.4502355,155.9629404,62.19236576,20.12251,1.87869072
0.458193,163.931705,64.2760512,19.42192,1.49045563
0.4820932,117.1487012,38.48479965,19.79673,1.90489388
0.499675,117.2677664,38.49814076,20.51953,1.63882446
0.4139488,188.5969498,-0.64409004,19.13078,1.71956444
0.4854304,192.8627994,-0.68873443,19.99899,1.66308975
0.4956364,194.7151823,-0.63197271,20.53524,1.50569916
0.4764692,203.8440165,-0.80582477,20.71083,2.27479362
0.4907785,207.1249786,-0.63318033,20.45503,1.69638634
0.447319,216.2240043,-0.6398786,20.063,1.75740433
0.4939142,232.3871546,-0.38661562,20.84434,1.57555389
0.49901,189.0743428,0.13346562,20.3196,1.54960442
0.42669,208.4002718,0.17050517,19.44034,1.73735809
0.4997403,213.0827227,0.03665606,20.36907,1.52854919
0.489887,202.8488083,0.59590068,19.89116,1.6113205
0.4925371,206.4256505,0.59667601,20.48163,1.73928642
0.4595533,207.3492556,0.53508615,19.61423,1.75289726
